label,id,filepath,sentence
1,piece45,phrases/Super_Mario_Bros_MainTheme_5," t_99 v_108 d_16th_0 n_52 v_108 d_16th_0 n_60 v_108 d_16th_0 n_67 . v_108 d_16th_0 n_55 v_108 d_16th_0 n_60 v_108 d_16th_0 n_67 v_108 d_16th_0 n_76 , v_108 d_16th_0 n_60 v_108 d_16th_0 n_64 v_108 d_16th_0 n_71 v_108 d_16th_0 n_79 , , v_108 d_16th_0 n_57 v_108 d_16th_0 n_65 v_108 d_16th_0 n_72 v_108 d_16th_0 n_81 , , v_108 d_16th_0 n_62 v_108 d_16th_0 n_69 v_108 d_16th_0 n_77 , v_108 d_eighth_0 n_64 v_108 d_eighth_0 n_71 v_108 d_eighth_0 n_79 , , v_108 d_16th_0 n_57 v_108 d_16th_0 n_60 v_108 d_16th_0 n_69 v_108 d_16th_0 n_76 , , v_108 d_16th_0 n_57 v_108 d_16th_0 n_64 v_108 d_16th_0 n_72 , v_108 d_16th_0 n_59 v_108 d_16th_0 n_65 v_108 d_16th_0 n_74 , v_108 d_16th_0 n_55 v_108 d_16th_0 n_62 v_108 d_16th_0 n_71 , , , t_99 v_108 d_eighth_1 n_48 v_108 d_16th_0 n_72 v_108 d_16th_0 n_76 , v_108 d_16th_0 n_69 v_108 d_16th_0 n_72 , , v_108 d_eighth_1 n_55 v_108 d_16th_0 n_64 v_108 d_16th_0 n_67 , , , v_108 d_eighth_0 n_60 v_108 d_16th_0 n_64 v_108 d_16th_0 n_68 , , v_108 d_eighth_1 n_41 v_108 d_16th_0 n_65 v_108 d_16th_0 n_69 , v_108 d_16th_0 n_72 v_108 d_16th_0 n_77 , , v_108 d_eighth_1 n_48 v_108 d_16th_0 n_72 v_108 d_16th_0 n_77 , v_108 d_16th_0 n_65 v_108 d_16th_0 n_69 , , v_108 d_eighth_0 n_53 , , t_99 v_108 d_eighth_1 n_43 v_108 d_16th_0 n_67 v_108 d_16th_0 n_71 , v_108 d_16th_0 n_77 v_108 d_16th_0 n_81 , v_108 d_16th_0 n_77 v_108 d_16th_0 n_81 , v_108 d_eighth_1 n_50 , v_108 d_16th_0 n_77 v_108 d_16th_0 n_81 , v_108 d_16th_0 n_76 v_108 d_16th_0 n_79 , v_108 d_eighth_0 n_55 v_108 d_16th_0 n_74 v_108 d_16th_0 n_77 , , v_108 d_eighth_1 n_48 v_108 d_16th_0 n_72 v_108 d_16th_0 n_76 , v_108 d_16th_0 n_69 v_108 d_16th_0 n_72 , , v_108 d_eighth_1 n_55 v_108 d_16th_0 n_65 v_108 d_16th_0 n_69 , v_108 d_16th_0 n_64 v_108 d_16th_0 n_67 , , v_108 d_eighth_0 n_60 , , t_99 v_108 d_eighth_1 n_48 v_108 d_16th_0 n_72 v_108 d_16th_0 n_76 , v_108 d_16th_0 n_69 v_108 d_16th_0 n_72 , , v_108 d_eighth_1 n_55 v_108 d_16th_0 n_64 v_108 d_16th_0 n_67 , , , v_108 d_eighth_0 n_60 v_108 d_16th_0 n_64 v_108 d_16th_0 n_68 , , v_108 d_eighth_1 n_41 v_108 d_16th_0 n_65 v_108 d_16th_0 n_69 , v_108 d_16th_0 n_72 v_108 d_16th_0 n_77 , , v_108 d_eighth_1 n_48 v_108 d_16th_0 n_72 v_108 d_16th_0 n_77 , v_108 d_16th_0 n_65 v_108 d_16th_0 n_69 , , v_108 d_eighth_0 n_53 , ,"
1,piece65,phrases/Super_Mario_World_Overworld_2," t_131 v_100 d_eighth_0 n_45 v_124 d_16th_0 n_60 . , v_124 d_16th_0 n_65 , , v_100 d_eighth_0 n_44 v_124 d_16th_0 n_65 , , v_124 d_eighth_0 n_72 , , v_100 d_eighth_0 n_43 v_124 d_eighth_1 n_69 , , v_100 d_eighth_0 n_36 , v_124 d_quarter_0 n_67 , v_100 d_eighth_0 n_38 , , v_100 d_eighth_0 n_40 , v_124 d_16th_0 n_60 , t_131 v_100 d_eighth_0 n_41 v_124 d_quarter_0 n_69 , , , , v_100 d_eighth_0 n_45 v_124 d_eighth_1 n_65 , , , v_124 d_16th_0 n_60 , v_100 d_eighth_0 n_46 v_124 d_16th_0 n_62 , v_124 d_16th_0 n_65 , , v_124 d_quarter_0 n_65 , v_100 d_eighth_0 n_47 , , , v_124 d_16th_0 n_62 , t_131 v_100 d_eighth_0 n_48 v_124 d_16th_0 n_60 , , v_100 d_eighth_0 n_36 v_124 d_16th_0 n_65 , , v_100 d_eighth_0 n_40 v_124 d_16th_0 n_70 , v_124 d_16th_0 n_69 , v_100 d_eighth_0 n_43 v_124 d_16th_0 n_67 , v_124 d_half_0 n_65 , v_100 d_eighth_0 n_41 , , v_100 d_eighth_0 n_36 , , v_100 d_eighth_0 n_41 , , , , t_131 v_100 d_eighth_0 n_45 v_124 d_eighth_1 n_69 , , v_100 d_eighth_0 n_46 , v_124 d_eighth_1 n_65 , v_100 d_eighth_0 n_48 , , v_100 d_eighth_0 n_50 v_124 d_eighth_0 n_60 , , v_100 d_eighth_0 n_48 v_124 d_eighth_1 n_69 , , v_100 d_eighth_0 n_45 , v_124 d_quarter_0 n_65 , v_100 d_eighth_0 n_41 , , v_100 d_eighth_0 n_43 , ,"
1,piece76,phrases/Final_Fantasy_7_Overworld_12," t_89 v_124 d_eighth_0 n_38 v_124 d_quarter_0 n_62 v_124 d_quarter_0 n_65 v_124 d_quarter_0 n_69 v_124 d_quarter_0 n_76 . , v_124 d_eighth_0 n_41 , , v_124 d_eighth_0 n_45 v_124 d_half_0 n_62 v_124 d_half_0 n_65 v_124 d_half_0 n_69 v_124 d_half_0 n_74 , , v_124 d_eighth_0 n_41 , , v_124 d_eighth_0 n_50 , , v_124 d_eighth_0 n_57 , , v_124 d_eighth_0 n_53 v_96 d_quarter_0 n_72 , , v_124 d_eighth_0 n_50 , , t_89 v_124 d_eighth_0 n_41 v_100 d_half_0 n_72 , , v_124 d_eighth_0 n_45 v_104 d_eighth_0 n_60 , , v_124 d_eighth_0 n_48 v_108 d_eighth_0 n_65 , , v_124 d_eighth_0 n_53 v_116 d_eighth_0 n_69 , , v_124 d_eighth_0 n_57 , , v_124 d_eighth_0 n_53 v_124 d_eighth_0 n_69 , , v_124 d_eighth_0 n_48 v_116 d_eighth_0 n_65 , , v_124 d_eighth_0 n_45 v_112 d_eighth_0 n_60 , , t_89 v_124 d_eighth_0 n_43 v_104 d_half_0 n_71 , , v_124 d_eighth_0 n_38 v_96 d_eighth_0 n_55 , , v_124 d_eighth_0 n_43 v_100 d_eighth_0 n_59 , , v_124 d_eighth_0 n_47 v_104 d_eighth_0 n_62 , , v_124 d_eighth_0 n_50 v_108 d_eighth_0 n_67 , , v_124 d_eighth_0 n_53 , , v_124 d_eighth_0 n_55 v_116 d_eighth_0 n_74 , , v_124 d_eighth_0 n_59 v_116 d_eighth_0 n_71 , ,"
1,piece36,phrases/Final_Fantasy_7_LifeStream_5," t_81 v_108 d_eighth_1 n_79 , , , , v_108 d_eighth_1 n_81 , , , , v_108 d_half_0 n_58 v_108 d_half_0 n_63 v_108 d_half_0 n_67 v_108 d_half_3 n_79 , , , , , , , , t_81 . , , , v_108 d_half_0 n_58 v_108 d_half_0 n_60 v_108 d_half_0 n_63 v_108 d_half_0 n_67 , , , , v_108 d_eighth_1 n_82 , , , , v_108 d_eighth_1 n_81 , , , , t_81 v_108 d_whole_0 n_59 v_108 d_whole_0 n_62 v_108 d_whole_0 n_67 v_108 d_whole_0 n_79 , , , , , , , , , , , , , , , , t_81 , , , , , , , , v_108 d_whole_0 n_43 v_108 d_whole_0 n_50 v_108 d_whole_0 n_59 , , , , v_108 d_eighth_1 n_71 , , , ,"
-1,piece0,phrases/Final_Fantasy_7_LurkingInTheDarkness_6," t_120 . , , , , , , , , , , , v_108 d_half_3 n_66 n_67 v_108 d_half_3 n_75 , , , , t_120 , , , , , , , , , , , , v_108 d_half_3 n_66 n_67 v_108 d_half_3 n_72 , , , , t_120 , , , , , , , , , , , , v_108 d_whole_4 n_65 d_breve_0 n_66 v_108 d_whole_4 n_74 , , , , t_120 , , , , , , , , , , , , , , , ,"
-1,piece73,phrases/Donkey_Kong_Country_2_BayouBoogie_0,"t_120 v_96 d_whole_0 n_45 , , , , , , , , , , , , , , , , t_120 v_96 d_half_1 n_45 , , , , , , , , , , , , v_96 d_quarter_0 n_45 , , , , t_120 v_96 d_half_1 n_45 , , , , , , , , , , , , v_96 d_quarter_0 n_43 , , , , t_120 v_96 d_half_1 n_45 v_96 d_eighth_0 n_71 , , v_96 d_eighth_0 n_72 , , v_96 d_eighth_0 n_79 , , v_96 d_quarter_0 n_71 , , , , v_96 d_eighth_0 n_72 , , v_96 d_quarter_0 n_45 v_96 d_eighth_0 n_64 , , v_96 d_eighth_0 n_67 , ,"
1,piece6,phrases/Legend_Of_Zelda_The_Ocarina_Of_Time_GoronCity_4," t_120 . , , v_108 d_eighth_0 n_55 , , v_108 d_eighth_0 n_58 , , v_108 d_eighth_0 n_60 , , , , , , v_108 d_eighth_0 n_64 , , v_108 d_eighth_0 n_60 , t_120 , v_108 d_eighth_0 n_60 , , v_108 d_eighth_0 n_55 , , v_108 d_eighth_0 n_58 , , v_108 d_eighth_0 n_60 , , , , , , v_108 d_eighth_0 n_64 , , v_108 d_eighth_0 n_60 , t_120 , , , v_108 d_eighth_0 n_55 , , v_108 d_eighth_0 n_58 , , v_108 d_eighth_0 n_60 , , , , , , v_108 d_eighth_0 n_64 , , v_108 d_eighth_0 n_60 , t_120 , v_108 d_eighth_0 n_60 , , v_108 d_eighth_0 n_55 , , v_108 d_eighth_0 n_58 , , v_108 d_eighth_0 n_60 , , , , , , v_108 d_eighth_0 n_64 , , ,"
-1,piece52,phrases/Shadow_of_the_Colossus_TheTaleofthe16Sacrifices_13," t_99 v_88 d_whole_0 n_36 v_88 d_whole_0 n_48 v_56 d_half_1 n_72 v_56 d_half_1 n_76 . v_68 d_half_0 n_79 , , , , , , , , , , , v_64 d_quarter_0 n_81 , , , , t_99 v_88 d_whole_0 n_38 v_88 d_whole_0 n_50 v_60 d_half_1 n_70 v_60 d_half_1 n_79 v_60 d_half_1 n_82 , , , , , , , , , , , , , , , v_56 d_half_0 n_67 , t_99 v_88 d_whole_0 n_36 v_88 d_whole_0 n_48 v_56 d_half_1 n_72 v_56 d_half_1 n_76 , v_68 d_half_0 n_79 , , , , , , , , , , , v_64 d_quarter_0 n_81 , , , ,"
-1,piece25,phrases/Final_Fantasy_7_OnThatDay5YearsAgo_13," t_68 v_108 d_quarter_0 n_67 , v_108 d_16th_0 n_70 , v_108 d_16th_0 n_73 , v_108 d_16th_0 n_77 , v_108 d_16th_0 n_67 , v_108 d_16th_0 n_70 , v_108 d_16th_0 n_73 , v_108 d_16th_0 n_77 , v_108 d_16th_0 n_67 , v_108 d_16th_0 n_70 , v_108 d_16th_0 n_73 , v_108 d_16th_0 n_77 , v_108 d_16th_0 n_67 , v_108 d_16th_0 n_70 , v_108 d_16th_0 n_73 , v_108 d_16th_0 n_77 , t_68 v_108 d_quarter_2 n_67 . , , , , , , , v_108 d_16th_0 n_67 , v_108 d_16th_0 n_70 , v_108 d_16th_0 n_74 , v_108 d_16th_0 n_77 , v_108 d_16th_0 n_67 , v_108 d_16th_0 n_70 , v_108 d_16th_0 n_74 , v_108 d_16th_0 n_77 , t_68 v_108 d_16th_0 n_67 , v_108 d_16th_0 n_70 , v_108 d_16th_0 n_73 , v_108 d_16th_0 n_77 , v_108 d_16th_0 n_67 , v_108 d_16th_0 n_70 , v_108 d_16th_0 n_73 , v_108 d_16th_0 n_77 , v_108 d_16th_0 n_67 , v_108 d_16th_0 n_70 , v_108 d_16th_0 n_73 , v_108 d_16th_0 n_77 , , , , ,"
1,piece57,phrases/BanjoKazooie_MumbosMountain_7," t_89 v_56 d_16th_0 n_60 v_68 d_eighth_1 n_64 . v_52 d_16th_0 n_55 , v_52 d_16th_0 n_60 , v_52 d_16th_0 n_55 v_64 d_16th_0 n_67 , v_52 d_16th_0 n_60 v_52 d_16th_0 n_70 , v_52 d_16th_0 n_55 , v_52 d_16th_0 n_60 v_52 d_eighth_0 n_70 , v_52 d_16th_0 n_55 , v_52 d_16th_0 n_60 v_64 d_quarter_0 n_70 , v_52 d_16th_0 n_55 , v_52 d_16th_0 n_60 , v_52 d_16th_0 n_55 , v_52 d_16th_0 n_60 v_64 d_eighth_0 n_67 , v_52 d_16th_0 n_55 , v_52 d_16th_0 n_60 v_64 d_eighth_0 n_64 , v_52 d_16th_0 n_55 , t_89 v_56 d_16th_0 n_60 v_68 d_eighth_1 n_65 , v_52 d_16th_0 n_53 , v_52 d_16th_0 n_60 , v_52 d_16th_0 n_53 v_64 d_16th_0 n_69 , v_52 d_16th_0 n_60 v_64 d_eighth_0 n_72 , v_52 d_16th_0 n_53 , v_52 d_16th_0 n_60 v_64 d_eighth_0 n_72 , v_52 d_16th_0 n_53 , v_52 d_16th_0 n_60 v_64 d_eighth_0 n_72 , v_52 d_16th_0 n_53 , v_52 d_16th_0 n_60 v_64 d_eighth_0 n_72 , v_52 d_16th_0 n_53 , v_52 d_16th_0 n_60 v_64 d_eighth_0 n_74 , v_52 d_16th_0 n_53 , v_52 d_16th_0 n_55 v_64 d_eighth_0 n_76 , v_52 d_16th_0 n_55 , t_84 v_68 d_eighth_0 n_41 v_56 d_quarter_0 n_77 , , v_48 d_16th_0 n_45 v_48 d_16th_0 n_48 , v_44 d_16th_0 n_45 v_52 d_16th_0 n_48 , v_64 d_eighth_0 n_36 v_52 d_quarter_0 n_72 , , v_60 d_eighth_0 n_45 v_60 d_eighth_0 n_48 , , v_64 d_eighth_0 n_41 v_52 d_quarter_0 n_69 , , v_48 d_16th_0 n_45 v_48 d_16th_0 n_48 , v_44 d_16th_0 n_45 v_52 d_16th_0 n_48 , v_64 d_eighth_0 n_36 v_52 d_quarter_0 n_65 , , v_60 d_eighth_0 n_45 v_60 d_eighth_0 n_48 , , t_89 v_68 d_eighth_0 n_35 v_68 d_eighth_1 n_66 , , v_48 d_16th_0 n_47 v_48 d_16th_0 n_51 , v_44 d_16th_0 n_47 v_52 d_16th_0 n_51 v_64 d_16th_0 n_71 , v_64 d_eighth_0 n_42 v_52 d_16th_0 n_75 , , v_60 d_eighth_0 n_47 v_60 d_eighth_0 n_51 v_52 d_eighth_0 n_75 , , v_64 d_eighth_0 n_35 v_64 d_quarter_1 n_75 , , v_48 d_16th_0 n_47 v_48 d_16th_0 n_51 , v_44 d_16th_0 n_47 v_52 d_16th_0 n_51 , v_64 d_eighth_0 n_42 , , v_60 d_eighth_0 n_47 v_60 d_eighth_0 n_51 v_64 d_16th_0 n_75 , v_64 d_16th_0 n_73 ,"
-1,piece7,phrases/Goldeneye_Dam_6," t_148 v_68 d_eighth_0 n_47 v_68 d_16th_0 n_64 . v_64 d_16th_0 n_66 , v_60 d_eighth_0 n_40 v_64 d_16th_0 n_67 , v_64 d_16th_0 n_64 , v_64 d_eighth_0 n_40 v_60 d_quarter_1 n_64 v_60 d_quarter_1 n_71 , , v_60 d_eighth_0 n_40 , , v_64 d_eighth_0 n_47 , , v_60 d_eighth_0 n_40 , , v_64 d_eighth_0 n_40 v_60 d_quarter_0 n_64 v_60 d_quarter_0 n_71 , , v_60 d_eighth_0 n_40 , , t_148 v_68 d_eighth_0 n_48 v_68 d_16th_0 n_64 , v_64 d_16th_0 n_66 , v_64 d_eighth_0 n_41 v_64 d_16th_0 n_67 , v_64 d_16th_0 n_64 , v_64 d_eighth_0 n_41 v_60 d_quarter_1 n_64 v_60 d_quarter_1 n_72 , , v_64 d_eighth_0 n_41 , , v_64 d_eighth_0 n_48 , , v_64 d_eighth_0 n_41 , , v_64 d_eighth_0 n_41 v_60 d_quarter_0 n_64 v_60 d_quarter_0 n_72 , , v_64 d_eighth_0 n_41 , , t_148 v_68 d_eighth_0 n_49 v_68 d_16th_0 n_64 , v_64 d_16th_0 n_66 , v_64 d_eighth_0 n_42 v_64 d_16th_0 n_67 , v_64 d_16th_0 n_64 , v_64 d_eighth_0 n_42 v_60 d_quarter_1 n_64 v_60 d_quarter_1 n_73 , , v_64 d_eighth_0 n_42 , , v_64 d_eighth_0 n_49 , , v_64 d_eighth_0 n_42 , , v_64 d_eighth_0 n_42 v_60 d_quarter_0 n_64 v_60 d_quarter_0 n_73 , , v_64 d_eighth_0 n_42 , , t_148 v_68 d_eighth_0 n_48 v_68 d_16th_0 n_64 , v_64 d_16th_0 n_66 , v_64 d_eighth_0 n_41 v_64 d_16th_0 n_67 , v_64 d_16th_0 n_64 , v_64 d_eighth_0 n_41 v_60 d_quarter_1 n_64 v_60 d_quarter_1 n_72 , , v_64 d_eighth_0 n_41 , , v_64 d_eighth_0 n_48 , , v_64 d_eighth_0 n_41 , , v_64 d_eighth_0 n_41 v_64 d_quarter_0 n_64 v_64 d_quarter_0 n_72 , , v_64 d_eighth_0 n_41 , ,"
1,piece98,phrases/Final_Fantasy_7_GreatWarrior_1," t_105 v_108 d_eighth_0 n_53 v_108 d_quarter_0 n_69 . , v_108 d_eighth_0 n_57 , , v_108 d_eighth_0 n_60 , , v_108 d_eighth_0 n_64 v_108 d_eighth_0 n_67 , , v_108 d_quarter_2 n_65 v_108 d_eighth_0 n_69 , , v_108 d_quarter_0 n_71 , , , , , , t_105 v_108 d_eighth_0 n_54 v_108 d_quarter_0 n_72 , , v_108 d_eighth_0 n_57 , , v_108 d_eighth_0 n_62 , , v_108 d_eighth_0 n_66 v_108 d_eighth_0 n_71 , , v_108 d_quarter_2 n_69 v_108 d_eighth_0 n_72 , , v_108 d_quarter_0 n_74 , , , , , , t_105 v_108 d_eighth_0 n_55 v_108 d_half_3 n_71 , , v_108 d_eighth_0 n_59 , , v_108 d_eighth_0 n_62 , , v_108 d_eighth_0 n_66 , , v_108 d_quarter_2 n_67 , , , , , , , , t_105 v_108 d_eighth_0 n_54 v_108 d_half_3 n_69 , , v_108 d_eighth_0 n_59 , , v_108 d_eighth_0 n_63 , , v_108 d_eighth_0 n_66 , , v_108 d_quarter_2 n_69 , , , , , , , ,"
-1,piece88,phrases/Final_Fantasy_7_FortressoftheCondor_11," t_123 v_108 d_eighth_1 n_43 v_108 d_eighth_1 n_64 v_108 d_eighth_1 n_67 v_108 d_eighth_1 n_72 . , , , v_108 d_eighth_1 n_43 v_108 d_16th_0 n_64 v_108 d_16th_0 n_67 v_108 d_16th_0 n_71 , v_108 d_16th_0 n_64 v_108 d_16th_0 n_67 v_108 d_16th_0 n_71 , v_108 d_16th_0 n_64 v_108 d_16th_0 n_67 v_108 d_16th_0 n_71 , , v_108 d_eighth_1 n_43 v_108 d_eighth_1 n_64 v_108 d_eighth_1 n_67 v_108 d_eighth_1 n_69 , , , , v_108 d_eighth_1 n_43 v_108 d_eighth_1 n_64 v_108 d_eighth_1 n_67 , , , , t_123 v_108 d_eighth_1 n_43 v_108 d_eighth_1 n_67 v_108 d_eighth_1 n_71 , , , , v_108 d_eighth_1 n_43 v_108 d_eighth_1 n_69 , , , , v_108 d_eighth_1 n_43 v_108 d_whole_0 n_64 v_108 d_whole_0 n_67 v_108 d_whole_0 n_72 , , , , v_108 d_16th_0 n_43 , v_108 d_16th_0 n_43 , v_108 d_16th_0 n_43 , , t_123 v_108 d_eighth_1 n_43 , , , , v_108 d_eighth_1 n_43 , , , , v_108 d_eighth_1 n_43 , , , , v_108 d_eighth_1 n_43 , , , , t_123 v_108 d_eighth_1 n_43 v_108 d_eighth_1 n_67 v_108 d_eighth_1 n_71 v_108 d_eighth_1 n_76 , , , , v_108 d_eighth_1 n_43 v_108 d_16th_0 n_71 v_108 d_16th_0 n_74 , v_108 d_16th_0 n_71 v_108 d_16th_0 n_74 , v_108 d_16th_0 n_71 v_108 d_16th_0 n_74 , , v_108 d_eighth_1 n_43 v_108 d_eighth_1 n_69 v_108 d_eighth_1 n_72 , , , , v_108 d_eighth_1 n_43 v_108 d_eighth_1 n_67 v_108 d_eighth_1 n_71 v_108 d_eighth_1 n_76 , , , ,"
1,piece97,phrases/BanjoKazooie_GobisValley_5," t_120 v_96 d_eighth_0 n_37 v_96 d_quarter_0 n_61 . , v_96 d_eighth_0 n_44 , , v_96 d_eighth_0 n_44 v_96 d_eighth_0 n_61 , , v_96 d_eighth_0 n_40 v_96 d_eighth_0 n_63 , , v_96 d_eighth_0 n_37 v_96 d_quarter_0 n_65 , , v_96 d_eighth_0 n_44 , , v_96 d_eighth_0 n_44 v_96 d_eighth_0 n_63 , , v_96 d_eighth_0 n_40 v_96 d_eighth_0 n_61 , , t_120 v_96 d_quarter_0 n_48 v_96 d_eighth_0 n_60 , , v_96 d_16th_0 n_67 , v_96 d_16th_0 n_67 , v_96 d_quarter_0 n_43 v_96 d_eighth_0 n_60 , , v_96 d_eighth_0 n_66 , , v_96 d_quarter_0 n_48 v_96 d_eighth_0 n_60 , , v_96 d_16th_0 n_67 , v_96 d_16th_0 n_67 , v_96 d_quarter_0 n_43 v_96 d_eighth_0 n_60 , , v_96 d_eighth_0 n_66 , , t_120 v_96 d_eighth_0 n_37 v_96 d_quarter_0 n_61 , , v_96 d_eighth_0 n_44 , , v_96 d_eighth_0 n_44 v_96 d_eighth_0 n_61 , , v_96 d_eighth_0 n_40 v_96 d_eighth_0 n_63 , , v_96 d_eighth_0 n_37 v_96 d_quarter_0 n_65 , , v_96 d_eighth_0 n_44 , , v_96 d_eighth_0 n_44 v_96 d_eighth_0 n_63 , , v_96 d_eighth_0 n_40 v_96 d_eighth_0 n_61 , , t_120 v_96 d_quarter_0 n_48 v_96 d_quarter_0 n_60 , , , , v_96 d_quarter_0 n_43 v_96 d_quarter_0 n_59 , , , , v_96 d_quarter_0 n_48 v_96 d_quarter_0 n_56 , , , , v_96 d_quarter_0 n_43 v_96 d_quarter_0 n_55 , , , ,"
1,piece94,phrases/Final_Fantasy_7_RufussWelcomingCeremony_10," t_123 v_108 d_eighth_1 n_37 v_108 d_eighth_1 n_80 . , , , v_108 d_eighth_1 n_44 v_108 d_eighth_1 n_80 , , , v_108 d_16th_0 n_78 , v_108 d_eighth_1 n_39 v_108 d_eighth_0 n_80 , , v_108 d_eighth_0 n_81 , , v_108 d_eighth_1 n_44 v_108 d_eighth_0 n_80 , , v_108 d_eighth_0 n_78 , , t_123 v_108 d_eighth_1 n_37 v_108 d_half_0 n_76 , , , , v_108 d_eighth_1 n_44 , , , , v_108 d_eighth_1 n_40 , , , , v_108 d_eighth_1 n_47 v_108 d_eighth_1 n_76 , , , v_108 d_16th_0 n_74 , t_123 v_108 d_eighth_1 n_45 v_108 d_eighth_1 n_73 , , , , v_108 d_eighth_1 n_40 v_108 d_eighth_1 n_73 , , , v_108 d_16th_0 n_71 , v_108 d_eighth_1 n_40 v_108 d_eighth_0 n_73 , , v_108 d_eighth_0 n_74 , , v_108 d_eighth_1 n_47 v_108 d_eighth_0 n_73 , , v_108 d_eighth_0 n_71 , , t_123 v_108 d_eighth_1 n_45 v_108 d_quarter_2 n_69 , , , , v_108 d_eighth_1 n_40 , , , , v_108 d_eighth_1 n_45 , , v_108 d_eighth_0 n_69 , , v_108 d_eighth_1 n_40 v_108 d_eighth_0 n_73 , , v_108 d_eighth_0 n_76 , ,"
1,piece10,phrases/Final_Fantasy_7_Continue_0,"t_80 v_108 d_quarter_2 n_57 v_108 d_quarter_2 n_72 , , v_108 d_eighth_0 n_60 , , v_108 d_eighth_0 n_64 , , v_108 d_eighth_0 n_69 , , v_108 d_quarter_2 n_55 v_108 d_quarter_1 n_71 , , v_108 d_eighth_0 n_62 , , v_108 d_eighth_0 n_67 , , , , t_80 v_108 d_quarter_2 n_53 v_108 d_quarter_1 n_72 , , v_108 d_eighth_0 n_65 , , v_108 d_eighth_0 n_69 , , , , v_108 d_half_3 n_52 v_108 d_quarter_2 n_74 , , v_108 d_eighth_0 n_64 , , v_108 d_eighth_0 n_68 , , v_108 d_eighth_0 n_71 , , t_80 v_108 d_eighth_0 n_74 , , v_108 d_eighth_0 n_76 , , v_108 d_eighth_0 n_80 , , v_108 d_eighth_0 n_83 , , v_108 d_quarter_2 n_52 v_108 d_quarter_2 n_86 , , , , , , , , t_80 v_108 d_half_0 n_53 v_108 d_half_0 n_60 v_108 d_eighth_1 n_76 v_108 d_eighth_1 n_81 v_108 d_eighth_1 n_84 , , , , v_108 d_eighth_1 n_81 , , , , v_108 d_eighth_1 n_77 , , , , v_108 d_eighth_1 n_48 v_108 d_eighth_1 n_76 , , , ,"
1,piece95,phrases/Shadow_of_the_Colossus_Memories_1," t_52 v_56 d_eighth_0 n_55 v_68 d_half_0 n_71 . , v_52 d_eighth_0 n_59 , , v_52 d_eighth_0 n_62 , , v_52 d_eighth_0 n_59 , , v_52 d_eighth_0 n_54 v_64 d_quarter_0 n_74 , , v_52 d_eighth_0 n_59 , , v_52 d_eighth_0 n_62 v_64 d_quarter_0 n_78 , , v_52 d_eighth_0 n_59 , , t_52 v_56 d_eighth_0 n_52 v_68 d_16th_0 n_78 , v_52 d_half_0 n_79 , v_52 d_eighth_0 n_59 , , v_52 d_eighth_0 n_60 , , v_52 d_eighth_0 n_59 , , v_52 d_eighth_0 n_50 , , v_52 d_eighth_0 n_59 , , v_52 d_eighth_0 n_66 , , v_52 d_eighth_0 n_67 , , t_51 v_56 d_eighth_0 n_48 v_68 d_quarter_0 n_81 , , v_52 d_eighth_0 n_57 , , v_56 d_eighth_0 n_64 v_56 d_eighth_0 n_79 , , v_56 d_eighth_0 n_57 v_56 d_eighth_0 n_72 , , v_52 d_eighth_0 n_47 v_64 d_quarter_0 n_76 , , v_52 d_eighth_0 n_55 , , v_52 d_eighth_0 n_62 v_64 d_quarter_0 n_74 , , v_52 d_eighth_0 n_55 , , t_52 v_56 d_eighth_0 n_45 v_68 d_quarter_0 n_77 , , v_52 d_eighth_0 n_53 , , v_56 d_eighth_0 n_60 v_56 d_eighth_0 n_76 , , v_56 d_eighth_0 n_53 v_56 d_eighth_0 n_69 , , v_52 d_eighth_0 n_44 v_64 d_quarter_0 n_74 , , v_52 d_eighth_0 n_53 , , v_52 d_eighth_0 n_60 v_64 d_quarter_0 n_72 , , v_52 d_eighth_0 n_53 , ,"
