id,series,console,game,piece,midi,valence,arousal
8126,The Legend of Zelda,N64,The Legend of Zelda Ocarina of Time,Hyrule Castle Courtyard,labelled/phrases/The Legend of Zelda_N64_The Legend of Zelda Ocarina of Time_Hyrule Castle Courtyard_0.mid,1,1
8058,The Legend of Zelda,N64,The Legend of Zelda Ocarina of Time,Hyrule Castle Town,labelled/phrases/The Legend of Zelda_N64_The Legend of Zelda Ocarina of Time_Hyrule Castle Town_0.mid,1,1
8047,The Legend of Zelda,N64,The Legend of Zelda Ocarina of Time,Inside Jabu Jabus Belly,labelled/phrases/The Legend of Zelda_N64_The Legend of Zelda Ocarina of Time_Inside Jabu Jabus Belly_0.mid,-1,1
8087,The Legend of Zelda,N64,The Legend of Zelda Ocarina of Time,Introduction,labelled/phrases/The Legend of Zelda_N64_The Legend of Zelda Ocarina of Time_Introduction_0.mid,1,-1
8157,The Legend of Zelda,N64,The Legend of Zelda Ocarina of Time,Kakariko Village,labelled/phrases/The Legend of Zelda_N64_The Legend of Zelda Ocarina of Time_Kakariko Village_0.mid,1,-1
8064,The Legend of Zelda,N64,The Legend of Zelda Ocarina of Time,Kokiri Forest,labelled/phrases/The Legend of Zelda_N64_The Legend of Zelda Ocarina of Time_Kokiri Forest_0.mid,1,1
8187,The Legend of Zelda,N64,The Legend of Zelda Ocarina of Time,Links House,labelled/phrases/The Legend of Zelda_N64_The Legend of Zelda Ocarina of Time_Links House_0.mid,1,1
8084,The Legend of Zelda,N64,The Legend of Zelda Ocarina of Time,Lost Woods,labelled/phrases/The Legend of Zelda_N64_The Legend of Zelda Ocarina of Time_Lost Woods_0.mid,1,-1
8166,The Legend of Zelda,N64,The Legend of Zelda Ocarina of Time,Medley of Time,labelled/phrases/The Legend of Zelda_N64_The Legend of Zelda Ocarina of Time_Medley of Time_0.mid,1,1
8023,The Legend of Zelda,N64,The Legend of Zelda Ocarina of Time,Owls Theme,labelled/phrases/The Legend of Zelda_N64_The Legend of Zelda Ocarina of Time_Owls Theme_0.mid,1,1
8033,The Legend of Zelda,N64,The Legend of Zelda Ocarina of Time,Prelude of Light,labelled/phrases/The Legend of Zelda_N64_The Legend of Zelda Ocarina of Time_Prelude of Light_0.mid,1,-1
8020,The Legend of Zelda,N64,The Legend of Zelda Ocarina of Time,Sarias Song,labelled/phrases/The Legend of Zelda_N64_The Legend of Zelda Ocarina of Time_Sarias Song_0.mid,1,1
8183,The Legend of Zelda,N64,The Legend of Zelda Ocarina of Time,Serenade of Water,labelled/phrases/The Legend of Zelda_N64_The Legend of Zelda Ocarina of Time_Serenade of Water_0.mid,1,-1
8158,The Legend of Zelda,N64,The Legend of Zelda Ocarina of Time,Song of Storms,labelled/phrases/The Legend of Zelda_N64_The Legend of Zelda Ocarina of Time_Song of Storms_0.mid,1,1
8031,The Legend of Zelda,N64,The Legend of Zelda Ocarina of Time,Temple of Time,labelled/phrases/The Legend of Zelda_N64_The Legend of Zelda Ocarina of Time_Temple of Time_0.mid,-1,-1
8032,The Legend of Zelda,N64,The Legend of Zelda Ocarina of Time,Windmill Hut,labelled/phrases/The Legend of Zelda_N64_The Legend of Zelda Ocarina of Time_Windmill Hut_0.mid,1,-1
8171,The Legend of Zelda,N64,The Legend of Zelda Ocarina of Time,Zeldas Lullaby,labelled/phrases/The Legend of Zelda_N64_The Legend of Zelda Ocarina of Time_Zeldas Lullaby_0.mid,1,-1
8098,Xeno,PS1,Xenogears,Bonds of Sea and Fire,labelled/phrases/Xeno_PS1_Xenogears_Bonds of Sea and Fire_0.mid,1,-1
8109,Xeno,PS1,Xenogears,Gathering Stars In the Night Sky,labelled/phrases/Xeno_PS1_Xenogears_Gathering Stars In the Night Sky_0.mid,1,-1
8154,Xeno,PS1,Xenogears,Knight of Fire,labelled/phrases/Xeno_PS1_Xenogears_Knight of Fire_0.mid,-1,1
8176,Xeno,PS1,Xenogears,Lost Broken Shards,labelled/phrases/Xeno_PS1_Xenogears_Lost Broken Shards_0.mid,1,-1
8152,Xeno,PS1,Xenogears,Ship of Regret and Sleep,labelled/phrases/Xeno_PS1_Xenogears_Ship of Regret and Sleep_0.mid,1,-1
8135,Xeno,PS1,Xenogears,Tears of the Stars Hearts of the People,labelled/phrases/Xeno_PS1_Xenogears_Tears of the Stars Hearts of the People_0.mid,-1,-1
8101,Xeno,PS1,Xenogears,The Wounded Shall Advance Into the Light,labelled/phrases/Xeno_PS1_Xenogears_The Wounded Shall Advance Into the Light_0.mid,1,-1
8177,Xeno,PS1,Xenogears,Treasure Which Cannot Be Stolen,labelled/phrases/Xeno_PS1_Xenogears_Treasure Which Cannot Be Stolen_0.mid,1,-1
8173,Xeno,PS1,Xenogears,Two Pieces,labelled/phrases/Xeno_PS1_Xenogears_Two Pieces_0.mid,1,-1
8149,Xeno,PS1,Xenogears,Valley Where the Wind Is Born,labelled/phrases/Xeno_PS1_Xenogears_Valley Where the Wind Is Born_0.mid,1,-1
