valence,arousal,id,part,repeat,filepath
0,1,piece_47,4,-1,../phrases/The Legend of Zelda_N64_The Legend of Zelda Ocarina of Time_Inside Jabu Jabus Belly_4.mid
0,1,piece_47,16,-1,../phrases/The Legend of Zelda_N64_The Legend of Zelda Ocarina of Time_Inside Jabu Jabus Belly_16.mid
0,1,piece_48,0,-1,../phrases/Final Fantasy_PS1_Final Fantasy VII_Its Difficult To Stand On Both Feet Isnt It_0.mid
0,1,piece_48,4,-1,../phrases/Final Fantasy_PS1_Final Fantasy VII_Its Difficult To Stand On Both Feet Isnt It_4.mid
0,1,piece_48,8,-1,../phrases/Final Fantasy_PS1_Final Fantasy VII_Its Difficult To Stand On Both Feet Isnt It_8.mid
0,1,piece_48,12,-1,../phrases/Final Fantasy_PS1_Final Fantasy VII_Its Difficult To Stand On Both Feet Isnt It_12.mid
0,1,piece_48,16,-1,../phrases/Final Fantasy_PS1_Final Fantasy VII_Its Difficult To Stand On Both Feet Isnt It_16.mid
0,1,piece_48,20,-1,../phrases/Final Fantasy_PS1_Final Fantasy VII_Its Difficult To Stand On Both Feet Isnt It_20.mid
0,1,piece_48,24,-1,../phrases/Final Fantasy_PS1_Final Fantasy VII_Its Difficult To Stand On Both Feet Isnt It_24.mid
0,1,piece_48,28,-1,../phrases/Final Fantasy_PS1_Final Fantasy VII_Its Difficult To Stand On Both Feet Isnt It_28.mid
0,1,piece_48,32,-1,../phrases/Final Fantasy_PS1_Final Fantasy VII_Its Difficult To Stand On Both Feet Isnt It_32.mid
0,1,piece_48,36,-1,../phrases/Final Fantasy_PS1_Final Fantasy VII_Its Difficult To Stand On Both Feet Isnt It_36.mid
1,1,piece_48,0,-1,../phrases/Final Fantasy_PS1_Final Fantasy VII_Its Difficult To Stand On Both Feet Isnt It_0.mid
1,1,piece_48,4,-1,../phrases/Final Fantasy_PS1_Final Fantasy VII_Its Difficult To Stand On Both Feet Isnt It_4.mid
1,1,piece_48,8,-1,../phrases/Final Fantasy_PS1_Final Fantasy VII_Its Difficult To Stand On Both Feet Isnt It_8.mid
1,1,piece_48,12,-1,../phrases/Final Fantasy_PS1_Final Fantasy VII_Its Difficult To Stand On Both Feet Isnt It_12.mid
1,1,piece_48,16,-1,../phrases/Final Fantasy_PS1_Final Fantasy VII_Its Difficult To Stand On Both Feet Isnt It_16.mid
1,1,piece_48,20,-1,../phrases/Final Fantasy_PS1_Final Fantasy VII_Its Difficult To Stand On Both Feet Isnt It_20.mid
1,1,piece_48,24,-1,../phrases/Final Fantasy_PS1_Final Fantasy VII_Its Difficult To Stand On Both Feet Isnt It_24.mid
1,1,piece_48,28,-1,../phrases/Final Fantasy_PS1_Final Fantasy VII_Its Difficult To Stand On Both Feet Isnt It_28.mid
1,1,piece_49,0,-1,../phrases/Super Mario_SNES_Super Mario World_Overworld 2_0.mid
1,1,piece_49,4,-1,../phrases/Super Mario_SNES_Super Mario World_Overworld 2_4.mid
1,1,piece_49,8,-1,../phrases/Super Mario_SNES_Super Mario World_Overworld 2_8.mid
1,1,piece_49,12,-1,../phrases/Super Mario_SNES_Super Mario World_Overworld 2_12.mid
1,1,piece_49,16,-1,../phrases/Super Mario_SNES_Super Mario World_Overworld 2_16.mid
1,1,piece_49,20,-1,../phrases/Super Mario_SNES_Super Mario World_Overworld 2_20.mid
1,1,piece_49,24,-1,../phrases/Super Mario_SNES_Super Mario World_Overworld 2_24.mid
1,1,piece_49,28,-1,../phrases/Super Mario_SNES_Super Mario World_Overworld 2_28.mid
1,1,piece_49,32,-1,../phrases/Super Mario_SNES_Super Mario World_Overworld 2_32.mid
1,1,piece_49,36,-1,../phrases/Super Mario_SNES_Super Mario World_Overworld 2_36.mid
1,1,piece_49,40,-1,../phrases/Super Mario_SNES_Super Mario World_Overworld 2_40.mid
0,0,piece_50,0,-1,../phrases/Other_N64_GoldenEye 007_Statue_0.mid
0,0,piece_50,4,-1,../phrases/Other_N64_GoldenEye 007_Statue_4.mid
0,0,piece_50,8,-1,../phrases/Other_N64_GoldenEye 007_Statue_8.mid
0,0,piece_50,12,-1,../phrases/Other_N64_GoldenEye 007_Statue_12.mid
0,0,piece_50,16,-1,../phrases/Other_N64_GoldenEye 007_Statue_16.mid
0,0,piece_50,20,-1,../phrases/Other_N64_GoldenEye 007_Statue_20.mid
0,0,piece_50,24,-1,../phrases/Other_N64_GoldenEye 007_Statue_24.mid
0,0,piece_50,28,-1,../phrases/Other_N64_GoldenEye 007_Statue_28.mid
0,0,piece_50,32,-1,../phrases/Other_N64_GoldenEye 007_Statue_32.mid
0,0,piece_50,36,-1,../phrases/Other_N64_GoldenEye 007_Statue_36.mid
0,0,piece_50,40,-1,../phrases/Other_N64_GoldenEye 007_Statue_40.mid
0,0,piece_50,44,-1,../phrases/Other_N64_GoldenEye 007_Statue_44.mid
0,0,piece_50,48,-1,../phrases/Other_N64_GoldenEye 007_Statue_48.mid
0,0,piece_50,52,-1,../phrases/Other_N64_GoldenEye 007_Statue_52.mid
0,0,piece_50,56,-1,../phrases/Other_N64_GoldenEye 007_Statue_56.mid
0,0,piece_50,60,-1,../phrases/Other_N64_GoldenEye 007_Statue_60.mid
0,0,piece_50,64,-1,../phrases/Other_N64_GoldenEye 007_Statue_64.mid
0,0,piece_50,68,-1,../phrases/Other_N64_GoldenEye 007_Statue_68.mid
0,0,piece_50,72,-1,../phrases/Other_N64_GoldenEye 007_Statue_72.mid
0,0,piece_50,76,-1,../phrases/Other_N64_GoldenEye 007_Statue_76.mid
0,0,piece_50,80,-1,../phrases/Other_N64_GoldenEye 007_Statue_80.mid
1,1,piece_50,0,-1,../phrases/Other_N64_GoldenEye 007_Statue_0.mid
1,1,piece_51,0,-1,../phrases/Banjo-Kazooie_N64_Banjo-Kazooie_Mumbos Mountain_0.mid
1,1,piece_51,4,-1,../phrases/Banjo-Kazooie_N64_Banjo-Kazooie_Mumbos Mountain_4.mid
1,1,piece_51,8,-1,../phrases/Banjo-Kazooie_N64_Banjo-Kazooie_Mumbos Mountain_8.mid
1,1,piece_51,12,-1,../phrases/Banjo-Kazooie_N64_Banjo-Kazooie_Mumbos Mountain_12.mid
1,1,piece_51,16,-1,../phrases/Banjo-Kazooie_N64_Banjo-Kazooie_Mumbos Mountain_16.mid
1,1,piece_51,20,-1,../phrases/Banjo-Kazooie_N64_Banjo-Kazooie_Mumbos Mountain_20.mid
1,1,piece_51,24,-1,../phrases/Banjo-Kazooie_N64_Banjo-Kazooie_Mumbos Mountain_24.mid
1,1,piece_51,28,-1,../phrases/Banjo-Kazooie_N64_Banjo-Kazooie_Mumbos Mountain_28.mid
1,1,piece_51,32,-1,../phrases/Banjo-Kazooie_N64_Banjo-Kazooie_Mumbos Mountain_32.mid
1,1,piece_51,36,-1,../phrases/Banjo-Kazooie_N64_Banjo-Kazooie_Mumbos Mountain_36.mid
1,1,piece_51,40,-1,../phrases/Banjo-Kazooie_N64_Banjo-Kazooie_Mumbos Mountain_40.mid
1,1,piece_51,44,-1,../phrases/Banjo-Kazooie_N64_Banjo-Kazooie_Mumbos Mountain_44.mid
1,1,piece_51,48,-1,../phrases/Banjo-Kazooie_N64_Banjo-Kazooie_Mumbos Mountain_48.mid
0,0,piece_52,0,-1,../phrases/Other_PS2_Shadow of the Colossus_Prayer_0.mid
0,0,piece_52,4,-1,../phrases/Other_PS2_Shadow of the Colossus_Prayer_4.mid
0,0,piece_52,8,-1,../phrases/Other_PS2_Shadow of the Colossus_Prayer_8.mid
0,0,piece_52,12,-1,../phrases/Other_PS2_Shadow of the Colossus_Prayer_12.mid
0,0,piece_52,16,-1,../phrases/Other_PS2_Shadow of the Colossus_Prayer_16.mid
0,0,piece_52,20,-1,../phrases/Other_PS2_Shadow of the Colossus_Prayer_20.mid
0,0,piece_52,24,-1,../phrases/Other_PS2_Shadow of the Colossus_Prayer_24.mid
0,0,piece_52,28,-1,../phrases/Other_PS2_Shadow of the Colossus_Prayer_28.mid
0,0,piece_52,32,-1,../phrases/Other_PS2_Shadow of the Colossus_Prayer_32.mid
0,0,piece_52,36,-1,../phrases/Other_PS2_Shadow of the Colossus_Prayer_36.mid
0,0,piece_52,40,-1,../phrases/Other_PS2_Shadow of the Colossus_Prayer_40.mid
0,0,piece_52,44,-1,../phrases/Other_PS2_Shadow of the Colossus_Prayer_44.mid
0,0,piece_54,0,-1,../phrases/Final Fantasy_PS1_Final Fantasy VII_Who Are You_0.mid
0,0,piece_54,4,-1,../phrases/Final Fantasy_PS1_Final Fantasy VII_Who Are You_4.mid
0,0,piece_54,8,-1,../phrases/Final Fantasy_PS1_Final Fantasy VII_Who Are You_8.mid
0,0,piece_54,12,-1,../phrases/Final Fantasy_PS1_Final Fantasy VII_Who Are You_12.mid
0,0,piece_54,16,-1,../phrases/Final Fantasy_PS1_Final Fantasy VII_Who Are You_16.mid
0,0,piece_54,20,-1,../phrases/Final Fantasy_PS1_Final Fantasy VII_Who Are You_20.mid
0,0,piece_54,24,-1,../phrases/Final Fantasy_PS1_Final Fantasy VII_Who Are You_24.mid
0,0,piece_54,28,-1,../phrases/Final Fantasy_PS1_Final Fantasy VII_Who Are You_28.mid
0,0,piece_54,32,-1,../phrases/Final Fantasy_PS1_Final Fantasy VII_Who Are You_32.mid
0,0,piece_54,36,-1,../phrases/Final Fantasy_PS1_Final Fantasy VII_Who Are You_36.mid
1,1,piece_58,0,-1,../phrases/The Legend of Zelda_N64_The Legend of Zelda Ocarina of Time_Hyrule Castle Town_0.mid
1,1,piece_58,4,-1,../phrases/The Legend of Zelda_N64_The Legend of Zelda Ocarina of Time_Hyrule Castle Town_4.mid
1,1,piece_58,8,-1,../phrases/The Legend of Zelda_N64_The Legend of Zelda Ocarina of Time_Hyrule Castle Town_8.mid
1,1,piece_58,12,-1,../phrases/The Legend of Zelda_N64_The Legend of Zelda Ocarina of Time_Hyrule Castle Town_12.mid
1,1,piece_58,16,-1,../phrases/The Legend of Zelda_N64_The Legend of Zelda Ocarina of Time_Hyrule Castle Town_16.mid
1,1,piece_58,20,-1,../phrases/The Legend of Zelda_N64_The Legend of Zelda Ocarina of Time_Hyrule Castle Town_20.mid
1,1,piece_59,0,-1,../phrases/Final Fantasy_PS1_Final Fantasy VII_Gold Saucer_0.mid
1,1,piece_59,4,-1,../phrases/Final Fantasy_PS1_Final Fantasy VII_Gold Saucer_4.mid
1,1,piece_59,8,-1,../phrases/Final Fantasy_PS1_Final Fantasy VII_Gold Saucer_8.mid
1,1,piece_59,12,-1,../phrases/Final Fantasy_PS1_Final Fantasy VII_Gold Saucer_12.mid
1,1,piece_59,16,-1,../phrases/Final Fantasy_PS1_Final Fantasy VII_Gold Saucer_16.mid
1,1,piece_59,20,-1,../phrases/Final Fantasy_PS1_Final Fantasy VII_Gold Saucer_20.mid
1,1,piece_59,24,-1,../phrases/Final Fantasy_PS1_Final Fantasy VII_Gold Saucer_24.mid
1,1,piece_59,28,-1,../phrases/Final Fantasy_PS1_Final Fantasy VII_Gold Saucer_28.mid
1,1,piece_59,32,-1,../phrases/Final Fantasy_PS1_Final Fantasy VII_Gold Saucer_32.mid
1,1,piece_59,36,-1,../phrases/Final Fantasy_PS1_Final Fantasy VII_Gold Saucer_36.mid
1,1,piece_59,40,-1,../phrases/Final Fantasy_PS1_Final Fantasy VII_Gold Saucer_40.mid
1,1,piece_59,44,-1,../phrases/Final Fantasy_PS1_Final Fantasy VII_Gold Saucer_44.mid
1,1,piece_59,48,-1,../phrases/Final Fantasy_PS1_Final Fantasy VII_Gold Saucer_48.mid
1,1,piece_60,0,-1,../phrases/Super Mario_SNES_Super Mario World_Overworld_0.mid
1,1,piece_60,4,-1,../phrases/Super Mario_SNES_Super Mario World_Overworld_4.mid
1,1,piece_60,8,-1,../phrases/Super Mario_SNES_Super Mario World_Overworld_8.mid
1,1,piece_60,12,-1,../phrases/Super Mario_SNES_Super Mario World_Overworld_12.mid
1,1,piece_60,16,-1,../phrases/Super Mario_SNES_Super Mario World_Overworld_16.mid
1,1,piece_60,20,-1,../phrases/Super Mario_SNES_Super Mario World_Overworld_20.mid
1,1,piece_60,28,-1,../phrases/Super Mario_SNES_Super Mario World_Overworld_28.mid
1,1,piece_60,32,-1,../phrases/Super Mario_SNES_Super Mario World_Overworld_32.mid
1,1,piece_60,36,-1,../phrases/Super Mario_SNES_Super Mario World_Overworld_36.mid
1,1,piece_60,40,-1,../phrases/Super Mario_SNES_Super Mario World_Overworld_40.mid
1,1,piece_61,0,-1,../phrases/Other_NES_Tetris_Music A_0.mid
1,1,piece_61,4,-1,../phrases/Other_NES_Tetris_Music A_4.mid
1,1,piece_61,8,-1,../phrases/Other_NES_Tetris_Music A_8.mid
1,1,piece_61,12,-1,../phrases/Other_NES_Tetris_Music A_12.mid
1,1,piece_61,16,-1,../phrases/Other_NES_Tetris_Music A_16.mid
1,1,piece_61,20,-1,../phrases/Other_NES_Tetris_Music A_20.mid
1,1,piece_61,24,-1,../phrases/Other_NES_Tetris_Music A_24.mid
1,1,piece_61,28,-1,../phrases/Other_NES_Tetris_Music A_28.mid
1,1,piece_61,32,-1,../phrases/Other_NES_Tetris_Music A_32.mid
1,1,piece_61,36,-1,../phrases/Other_NES_Tetris_Music A_36.mid
1,1,piece_62,0,-1,../phrases/The Legend of Zelda_N64_The Legend of Zelda Majora's Mask_Clock Town_0.mid
1,1,piece_62,4,-1,../phrases/The Legend of Zelda_N64_The Legend of Zelda Majora's Mask_Clock Town_4.mid
1,1,piece_62,8,-1,../phrases/The Legend of Zelda_N64_The Legend of Zelda Majora's Mask_Clock Town_8.mid
1,1,piece_62,12,-1,../phrases/The Legend of Zelda_N64_The Legend of Zelda Majora's Mask_Clock Town_12.mid
1,1,piece_62,16,-1,../phrases/The Legend of Zelda_N64_The Legend of Zelda Majora's Mask_Clock Town_16.mid
1,1,piece_62,20,-1,../phrases/The Legend of Zelda_N64_The Legend of Zelda Majora's Mask_Clock Town_20.mid
1,1,piece_62,24,-1,../phrases/The Legend of Zelda_N64_The Legend of Zelda Majora's Mask_Clock Town_24.mid
1,1,piece_64,0,-1,../phrases/The Legend of Zelda_N64_The Legend of Zelda Ocarina of Time_Kokiri Forest_0.mid
1,1,piece_64,4,-1,../phrases/The Legend of Zelda_N64_The Legend of Zelda Ocarina of Time_Kokiri Forest_4.mid
1,1,piece_64,8,-1,../phrases/The Legend of Zelda_N64_The Legend of Zelda Ocarina of Time_Kokiri Forest_8.mid
1,1,piece_64,12,-1,../phrases/The Legend of Zelda_N64_The Legend of Zelda Ocarina of Time_Kokiri Forest_12.mid
1,1,piece_64,16,-1,../phrases/The Legend of Zelda_N64_The Legend of Zelda Ocarina of Time_Kokiri Forest_16.mid
1,1,piece_64,20,-1,../phrases/The Legend of Zelda_N64_The Legend of Zelda Ocarina of Time_Kokiri Forest_20.mid
1,1,piece_64,24,-1,../phrases/The Legend of Zelda_N64_The Legend of Zelda Ocarina of Time_Kokiri Forest_24.mid
1,1,piece_64,28,-1,../phrases/The Legend of Zelda_N64_The Legend of Zelda Ocarina of Time_Kokiri Forest_28.mid
1,1,piece_64,32,-1,../phrases/The Legend of Zelda_N64_The Legend of Zelda Ocarina of Time_Kokiri Forest_32.mid
1,1,piece_64,36,-1,../phrases/The Legend of Zelda_N64_The Legend of Zelda Ocarina of Time_Kokiri Forest_36.mid
1,1,piece_66,0,-1,../phrases/Banjo-Kazooie_N64_Banjo-Kazooie_Ending_0.mid
1,1,piece_66,4,-1,../phrases/Banjo-Kazooie_N64_Banjo-Kazooie_Ending_4.mid
1,1,piece_66,8,-1,../phrases/Banjo-Kazooie_N64_Banjo-Kazooie_Ending_8.mid
1,1,piece_66,12,-1,../phrases/Banjo-Kazooie_N64_Banjo-Kazooie_Ending_12.mid
1,1,piece_66,16,-1,../phrases/Banjo-Kazooie_N64_Banjo-Kazooie_Ending_16.mid
1,1,piece_66,20,-1,../phrases/Banjo-Kazooie_N64_Banjo-Kazooie_Ending_20.mid
1,1,piece_66,24,-1,../phrases/Banjo-Kazooie_N64_Banjo-Kazooie_Ending_24.mid
1,1,piece_66,28,-1,../phrases/Banjo-Kazooie_N64_Banjo-Kazooie_Ending_28.mid
1,1,piece_66,32,-1,../phrases/Banjo-Kazooie_N64_Banjo-Kazooie_Ending_32.mid
1,0,piece_68,0,-1,../phrases/The Legend of Zelda_N64_The Legend of Zelda Majora's Mask_Cremias Wagon Ride_0.mid
1,0,piece_68,4,-1,../phrases/The Legend of Zelda_N64_The Legend of Zelda Majora's Mask_Cremias Wagon Ride_4.mid
1,0,piece_68,8,-1,../phrases/The Legend of Zelda_N64_The Legend of Zelda Majora's Mask_Cremias Wagon Ride_8.mid
1,0,piece_68,12,-1,../phrases/The Legend of Zelda_N64_The Legend of Zelda Majora's Mask_Cremias Wagon Ride_12.mid
1,0,piece_68,16,-1,../phrases/The Legend of Zelda_N64_The Legend of Zelda Majora's Mask_Cremias Wagon Ride_16.mid
1,1,piece_71,0,-1,../phrases/Other_N64_GoldenEye 007_Frigate_0.mid
1,1,piece_71,4,-1,../phrases/Other_N64_GoldenEye 007_Frigate_4.mid
1,1,piece_71,8,-1,../phrases/Other_N64_GoldenEye 007_Frigate_8.mid
1,1,piece_71,12,-1,../phrases/Other_N64_GoldenEye 007_Frigate_12.mid
1,1,piece_71,16,-1,../phrases/Other_N64_GoldenEye 007_Frigate_16.mid
1,1,piece_71,20,-1,../phrases/Other_N64_GoldenEye 007_Frigate_20.mid
1,1,piece_71,24,-1,../phrases/Other_N64_GoldenEye 007_Frigate_24.mid
1,1,piece_71,28,-1,../phrases/Other_N64_GoldenEye 007_Frigate_28.mid
1,1,piece_71,32,-1,../phrases/Other_N64_GoldenEye 007_Frigate_32.mid
1,1,piece_71,36,-1,../phrases/Other_N64_GoldenEye 007_Frigate_36.mid
1,1,piece_71,40,-1,../phrases/Other_N64_GoldenEye 007_Frigate_40.mid
1,0,piece_72,0,-1,../phrases/Final Fantasy_PS1_Final Fantasy VII_Overworld_0.mid
1,0,piece_72,4,-1,../phrases/Final Fantasy_PS1_Final Fantasy VII_Overworld_4.mid
1,0,piece_72,8,-1,../phrases/Final Fantasy_PS1_Final Fantasy VII_Overworld_8.mid
1,0,piece_72,12,-1,../phrases/Final Fantasy_PS1_Final Fantasy VII_Overworld_12.mid
1,0,piece_72,16,-1,../phrases/Final Fantasy_PS1_Final Fantasy VII_Overworld_16.mid
1,0,piece_72,20,-1,../phrases/Final Fantasy_PS1_Final Fantasy VII_Overworld_20.mid
1,0,piece_72,24,-1,../phrases/Final Fantasy_PS1_Final Fantasy VII_Overworld_24.mid
1,0,piece_72,28,-1,../phrases/Final Fantasy_PS1_Final Fantasy VII_Overworld_28.mid
1,0,piece_72,32,-1,../phrases/Final Fantasy_PS1_Final Fantasy VII_Overworld_32.mid
1,0,piece_72,36,-1,../phrases/Final Fantasy_PS1_Final Fantasy VII_Overworld_36.mid
1,0,piece_72,40,-1,../phrases/Final Fantasy_PS1_Final Fantasy VII_Overworld_40.mid
1,0,piece_72,44,-1,../phrases/Final Fantasy_PS1_Final Fantasy VII_Overworld_44.mid
1,0,piece_72,48,-1,../phrases/Final Fantasy_PS1_Final Fantasy VII_Overworld_48.mid
1,0,piece_72,52,-1,../phrases/Final Fantasy_PS1_Final Fantasy VII_Overworld_52.mid
1,0,piece_72,56,-1,../phrases/Final Fantasy_PS1_Final Fantasy VII_Overworld_56.mid
0,0,piece_73,0,-1,../phrases/Banjo-Kazooie_N64_Banjo-Kazooie_Boggys Igloo Sad_0.mid
0,0,piece_73,4,-1,../phrases/Banjo-Kazooie_N64_Banjo-Kazooie_Boggys Igloo Sad_4.mid
0,0,piece_73,8,-1,../phrases/Banjo-Kazooie_N64_Banjo-Kazooie_Boggys Igloo Sad_8.mid
0,0,piece_73,12,-1,../phrases/Banjo-Kazooie_N64_Banjo-Kazooie_Boggys Igloo Sad_12.mid
1,0,piece_74,0,-1,../phrases/Super Mario_N64_Super Mario 64_Select a File_0.mid
1,0,piece_74,4,-1,../phrases/Super Mario_N64_Super Mario 64_Select a File_4.mid
1,0,piece_74,8,-1,../phrases/Super Mario_N64_Super Mario 64_Select a File_8.mid
1,0,piece_74,12,-1,../phrases/Super Mario_N64_Super Mario 64_Select a File_12.mid
1,0,piece_74,16,-1,../phrases/Super Mario_N64_Super Mario 64_Select a File_16.mid
1,1,piece_75,0,-1,../phrases/Super Mario_SNES_Super Mario World_Forest of Illusion_0.mid
1,1,piece_75,4,-1,../phrases/Super Mario_SNES_Super Mario World_Forest of Illusion_4.mid
1,1,piece_75,8,-1,../phrases/Super Mario_SNES_Super Mario World_Forest of Illusion_8.mid
1,1,piece_75,12,-1,../phrases/Super Mario_SNES_Super Mario World_Forest of Illusion_12.mid
0,1,piece_76,0,-1,../phrases/Other_N64_GoldenEye 007_Dam_0.mid
0,1,piece_76,4,-1,../phrases/Other_N64_GoldenEye 007_Dam_4.mid
0,1,piece_76,8,-1,../phrases/Other_N64_GoldenEye 007_Dam_8.mid
0,1,piece_76,12,-1,../phrases/Other_N64_GoldenEye 007_Dam_12.mid
0,1,piece_76,16,-1,../phrases/Other_N64_GoldenEye 007_Dam_16.mid
0,1,piece_76,20,-1,../phrases/Other_N64_GoldenEye 007_Dam_20.mid
0,1,piece_76,24,-1,../phrases/Other_N64_GoldenEye 007_Dam_24.mid
0,1,piece_76,28,-1,../phrases/Other_N64_GoldenEye 007_Dam_28.mid
0,1,piece_76,32,-1,../phrases/Other_N64_GoldenEye 007_Dam_32.mid
0,1,piece_76,36,-1,../phrases/Other_N64_GoldenEye 007_Dam_36.mid
0,1,piece_76,40,-1,../phrases/Other_N64_GoldenEye 007_Dam_40.mid
0,1,piece_76,44,-1,../phrases/Other_N64_GoldenEye 007_Dam_44.mid
0,1,piece_76,48,-1,../phrases/Other_N64_GoldenEye 007_Dam_48.mid
0,0,piece_77,0,-1,../phrases/Final Fantasy_PS1_Final Fantasy VII_Anxious Heart_0.mid
0,0,piece_77,4,-1,../phrases/Final Fantasy_PS1_Final Fantasy VII_Anxious Heart_4.mid
0,0,piece_77,8,-1,../phrases/Final Fantasy_PS1_Final Fantasy VII_Anxious Heart_8.mid
0,0,piece_77,12,-1,../phrases/Final Fantasy_PS1_Final Fantasy VII_Anxious Heart_12.mid
0,0,piece_77,16,-1,../phrases/Final Fantasy_PS1_Final Fantasy VII_Anxious Heart_16.mid
0,0,piece_77,20,-1,../phrases/Final Fantasy_PS1_Final Fantasy VII_Anxious Heart_20.mid
0,0,piece_77,24,-1,../phrases/Final Fantasy_PS1_Final Fantasy VII_Anxious Heart_24.mid
0,0,piece_77,28,-1,../phrases/Final Fantasy_PS1_Final Fantasy VII_Anxious Heart_28.mid
1,0,piece_78,0,-1,../phrases/Super Mario_NES_Super Mario Bros_Underwater_0.mid
1,0,piece_78,4,-1,../phrases/Super Mario_NES_Super Mario Bros_Underwater_4.mid
1,0,piece_78,8,-1,../phrases/Super Mario_NES_Super Mario Bros_Underwater_8.mid
1,0,piece_78,12,-1,../phrases/Super Mario_NES_Super Mario Bros_Underwater_12.mid
1,0,piece_78,16,-1,../phrases/Super Mario_NES_Super Mario Bros_Underwater_16.mid
1,1,piece_78,0,-1,../phrases/Super Mario_NES_Super Mario Bros_Underwater_0.mid
1,1,piece_79,0,-1,../phrases/Banjo-Kazooie_N64_Banjo-Kazooie_Freezeezy Peak_0.mid
1,1,piece_79,4,-1,../phrases/Banjo-Kazooie_N64_Banjo-Kazooie_Freezeezy Peak_4.mid
1,1,piece_79,8,-1,../phrases/Banjo-Kazooie_N64_Banjo-Kazooie_Freezeezy Peak_8.mid
1,1,piece_79,12,-1,../phrases/Banjo-Kazooie_N64_Banjo-Kazooie_Freezeezy Peak_12.mid
1,1,piece_79,16,-1,../phrases/Banjo-Kazooie_N64_Banjo-Kazooie_Freezeezy Peak_16.mid
0,1,piece_80,0,-1,../phrases/The Legend of Zelda_N64_The Legend of Zelda Majora's Mask_Chase Theme_0.mid
0,1,piece_80,4,-1,../phrases/The Legend of Zelda_N64_The Legend of Zelda Majora's Mask_Chase Theme_4.mid
0,1,piece_80,8,-1,../phrases/The Legend of Zelda_N64_The Legend of Zelda Majora's Mask_Chase Theme_8.mid
0,1,piece_80,12,-1,../phrases/The Legend of Zelda_N64_The Legend of Zelda Majora's Mask_Chase Theme_12.mid
0,1,piece_80,16,-1,../phrases/The Legend of Zelda_N64_The Legend of Zelda Majora's Mask_Chase Theme_16.mid
0,1,piece_80,20,-1,../phrases/The Legend of Zelda_N64_The Legend of Zelda Majora's Mask_Chase Theme_20.mid
1,1,piece_81,0,-1,../phrases/Donkey Kong_SNES_Donkey Kong Country 2 Diddy's Kong Quest_Hot Head Bop_0.mid
1,1,piece_81,4,-1,../phrases/Donkey Kong_SNES_Donkey Kong Country 2 Diddy's Kong Quest_Hot Head Bop_4.mid
1,1,piece_81,8,-1,../phrases/Donkey Kong_SNES_Donkey Kong Country 2 Diddy's Kong Quest_Hot Head Bop_8.mid
1,1,piece_81,12,-1,../phrases/Donkey Kong_SNES_Donkey Kong Country 2 Diddy's Kong Quest_Hot Head Bop_12.mid
1,1,piece_81,16,-1,../phrases/Donkey Kong_SNES_Donkey Kong Country 2 Diddy's Kong Quest_Hot Head Bop_16.mid
1,1,piece_81,20,-1,../phrases/Donkey Kong_SNES_Donkey Kong Country 2 Diddy's Kong Quest_Hot Head Bop_20.mid
1,1,piece_81,24,-1,../phrases/Donkey Kong_SNES_Donkey Kong Country 2 Diddy's Kong Quest_Hot Head Bop_24.mid
1,1,piece_81,28,-1,../phrases/Donkey Kong_SNES_Donkey Kong Country 2 Diddy's Kong Quest_Hot Head Bop_28.mid
1,1,piece_81,32,-1,../phrases/Donkey Kong_SNES_Donkey Kong Country 2 Diddy's Kong Quest_Hot Head Bop_32.mid
1,1,piece_81,36,-1,../phrases/Donkey Kong_SNES_Donkey Kong Country 2 Diddy's Kong Quest_Hot Head Bop_36.mid
1,1,piece_81,40,-1,../phrases/Donkey Kong_SNES_Donkey Kong Country 2 Diddy's Kong Quest_Hot Head Bop_40.mid
1,1,piece_81,44,-1,../phrases/Donkey Kong_SNES_Donkey Kong Country 2 Diddy's Kong Quest_Hot Head Bop_44.mid
0,1,piece_82,0,-1,../phrases/Final Fantasy_PS1_Final Fantasy VII_Fortress of the Condor_0.mid
0,1,piece_82,4,-1,../phrases/Final Fantasy_PS1_Final Fantasy VII_Fortress of the Condor_4.mid
0,1,piece_82,8,-1,../phrases/Final Fantasy_PS1_Final Fantasy VII_Fortress of the Condor_8.mid
0,1,piece_82,12,-1,../phrases/Final Fantasy_PS1_Final Fantasy VII_Fortress of the Condor_12.mid
0,1,piece_82,16,-1,../phrases/Final Fantasy_PS1_Final Fantasy VII_Fortress of the Condor_16.mid
0,1,piece_82,20,-1,../phrases/Final Fantasy_PS1_Final Fantasy VII_Fortress of the Condor_20.mid
0,1,piece_82,24,-1,../phrases/Final Fantasy_PS1_Final Fantasy VII_Fortress of the Condor_24.mid
0,1,piece_82,28,-1,../phrases/Final Fantasy_PS1_Final Fantasy VII_Fortress of the Condor_28.mid
0,1,piece_82,32,-1,../phrases/Final Fantasy_PS1_Final Fantasy VII_Fortress of the Condor_32.mid
0,1,piece_82,36,-1,../phrases/Final Fantasy_PS1_Final Fantasy VII_Fortress of the Condor_36.mid
0,1,piece_82,40,-1,../phrases/Final Fantasy_PS1_Final Fantasy VII_Fortress of the Condor_40.mid
0,0,piece_82,0,-1,../phrases/Final Fantasy_PS1_Final Fantasy VII_Fortress of the Condor_0.mid
0,1,piece_82,0,-1,../phrases/Final Fantasy_PS1_Final Fantasy VII_Fortress of the Condor_0.mid
0,1,piece_82,4,-1,../phrases/Final Fantasy_PS1_Final Fantasy VII_Fortress of the Condor_4.mid
